,high,high_abnormal,index_0_price,index_0_scores,index_1_price,index_1_scores,index_2_price,index_2_scores,index_3_price,index_3_scores,low,low_abnormal
135,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,435,37.00854700854701,400,
136,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,436,36.92307692307693,400,
137,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,437,36.837606837606835,400,
138,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,438,36.75213675213675,400,
139,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,439,36.666666666666664,400,
140,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,440,36.58119658119658,400,
141,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,441,36.495726495726494,400,
142,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,442,36.41025641025641,400,
143,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,443,36.324786324786324,400,
144,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,444,36.23931623931624,400,
145,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,445,36.15384615384615,400,
146,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,446,36.06837606837607,400,
147,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,447,35.98290598290598,400,
148,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,448,35.8974358974359,400,
149,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,449,35.81196581196581,400,
150,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,450,35.72649572649573,400,
151,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,451,35.64102564102564,400,
152,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,452,35.55555555555556,400,
153,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,453,35.470085470085465,400,
154,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,454,35.38461538461539,400,
155,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,455,35.299145299145295,400,
156,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,456,35.21367521367522,400,
157,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,457,35.128205128205124,400,
158,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,458,35.042735042735046,400,
159,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,459,34.957264957264954,400,
160,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,460,34.871794871794876,400,
161,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,461,34.78632478632478,400,
162,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,462,34.700854700854705,400,
163,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,463,34.61538461538461,400,
164,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,464,34.529914529914535,400,
165,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,465,34.44444444444444,400,
166,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,466,34.35897435897436,400,
167,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,467,34.27350427350427,400,
168,468,,466,34.35897435897436,468,34.18803418803419,400,40.0,468,34.18803418803419,400,
169,469,,466,34.37100213219616,468,34.20042643923241,400,40.0,469,34.11513859275053,400,
170,468,,466,25.811965811965813,468,25.641025641025642,401,31.367521367521366,300,40.0,300,
171,468,,466,25.897435897435898,468,25.726495726495727,401,31.45299145299145,301,40.0,301,
172,468,,466,25.982905982905983,468,25.811965811965813,401,31.538461538461537,302,40.0,302,
173,468,,466,26.068376068376068,468,25.897435897435898,401,31.62393162393162,303,40.0,303,
174,468,,466,26.153846153846153,468,25.982905982905983,401,31.709401709401707,304,40.0,304,
175,468,,466,26.23931623931624,468,26.068376068376068,401,31.794871794871792,305,40.0,305,
176,468,,466,26.324786324786324,468,26.153846153846153,401,31.88034188034188,306,40.0,306,
177,468,,466,26.41025641025641,468,26.23931623931624,401,31.965811965811966,307,40.0,307,
178,468,,466,26.495726495726494,468,26.324786324786324,401,32.05128205128205,308,40.0,308,
179,468,,466,26.58119658119658,468,26.41025641025641,401,32.136752136752136,309,40.0,309,
180,468,,466,26.666666666666664,468,26.495726495726494,401,32.22222222222222,310,40.0,310,
181,468,,466,26.75213675213675,468,26.58119658119658,401,32.30769230769231,311,40.0,311,
182,468,,466,26.837606837606835,468,26.666666666666664,401,32.39316239316239,312,40.0,312,
183,468,,466,26.923076923076927,468,26.75213675213675,401,32.47863247863248,313,40.0,313,
184,468,,466,27.008547008547012,468,26.837606837606835,401,32.56410256410256,314,40.0,314,
185,468,,466,27.094017094017097,468,26.923076923076927,401,32.64957264957265,315,40.0,315,
186,468,,466,27.179487179487182,468,27.008547008547012,401,32.73504273504273,316,40.0,316,
187,468,,466,27.264957264957268,468,27.094017094017097,401,32.82051282051282,317,40.0,317,
188,468,,466,27.350427350427353,468,27.179487179487182,401,32.9059829059829,318,40.0,318,
189,468,,466,27.435897435897438,468,27.264957264957268,401,32.99145299145299,319,40.0,319,
190,468,,466,27.521367521367523,468,27.350427350427353,401,33.07692307692307,320,40.0,320,
191,468,,466,27.60683760683761,468,27.435897435897438,401,33.162393162393165,321,40.0,321,
192,468,,466,27.692307692307693,468,27.521367521367523,401,33.24786324786325,322,40.0,322,
193,468,,466,27.77777777777778,468,27.60683760683761,401,33.333333333333336,323,40.0,323,
194,468,,466,27.863247863247864,468,27.692307692307693,401,33.41880341880342,324,40.0,324,
195,468,,466,27.94871794871795,468,27.77777777777778,401,33.504273504273506,325,40.0,325,
196,468,,466,28.034188034188034,468,27.863247863247864,401,33.58974358974359,326,40.0,326,
197,468,,466,28.11965811965812,468,27.94871794871795,401,33.675213675213676,327,40.0,327,
198,468,,466,28.205128205128208,468,28.034188034188034,401,33.76068376068376,328,40.0,328,
199,468,,466,28.290598290598293,468,28.11965811965812,401,33.84615384615385,329,40.0,329,
200,468,,466,28.37606837606838,468,28.205128205128208,401,33.93162393162393,330,40.0,330,
201,468,,466,28.461538461538463,468,28.290598290598293,401,34.01709401709402,331,40.0,331,
202,468,,466,28.54700854700855,468,28.37606837606838,401,34.1025641025641,332,40.0,332,
203,468,,466,28.632478632478634,468,28.461538461538463,401,34.18803418803419,333,40.0,333,
204,468,,466,28.71794871794872,468,28.54700854700855,401,34.27350427350427,334,40.0,334,
205,468,,466,28.803418803418804,468,28.632478632478634,401,34.35897435897436,335,40.0,335,
206,468,,466,28.88888888888889,468,28.71794871794872,401,34.44444444444444,336,40.0,336,
207,468,,466,28.974358974358974,468,28.803418803418804,401,34.529914529914535,337,40.0,337,
208,468,,466,29.05982905982906,468,28.88888888888889,401,34.61538461538461,338,40.0,338,
209,468,,466,29.145299145299145,468,28.974358974358974,401,34.700854700854705,339,40.0,339,
210,468,,466,29.23076923076923,468,29.05982905982906,401,34.78632478632478,340,40.0,340,
211,468,,466,29.316239316239315,468,29.145299145299145,401,34.871794871794876,341,40.0,341,
212,468,,466,29.401709401709404,468,29.23076923076923,401,34.957264957264954,342,40.0,342,
213,468,,466,29.48717948717949,468,29.316239316239315,401,35.042735042735046,343,40.0,343,
214,468,,466,29.572649572649574,468,29.401709401709404,401,35.128205128205124,344,40.0,344,
215,468,,466,29.65811965811966,468,29.48717948717949,401,35.21367521367522,345,40.0,345,
216,468,,466,29.743589743589745,468,29.572649572649574,401,35.299145299145295,346,40.0,346,
217,468,,466,29.82905982905983,468,29.65811965811966,401,35.38461538461539,347,40.0,347,
218,468,,466,29.914529914529915,468,29.743589743589745,401,35.470085470085465,348,40.0,348,
219,468,,466,30.0,468,29.82905982905983,401,35.55555555555556,349,40.0,349,
220,468,,466,30.085470085470085,468,29.914529914529915,401,35.64102564102564,350,40.0,350,
221,468,,466,30.17094017094017,468,30.0,401,35.72649572649573,351,40.0,351,
222,468,,466,30.256410256410255,468,30.085470085470085,401,35.81196581196581,352,40.0,352,
223,468,,466,30.34188034188034,468,30.17094017094017,401,35.8974358974359,353,40.0,353,
224,468,,466,30.427350427350426,468,30.256410256410255,401,35.98290598290598,354,40.0,354,
225,468,,466,30.51282051282051,468,30.34188034188034,401,36.06837606837607,355,40.0,355,
226,468,,466,30.598290598290596,468,30.427350427350426,401,36.15384615384615,356,40.0,356,
227,468,,466,30.683760683760685,468,30.51282051282051,401,36.23931623931624,357,40.0,357,
228,468,,466,30.76923076923077,468,30.598290598290596,401,36.324786324786324,358,40.0,358,
